table_name,difference,name,details
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__vis__cbc__lh_mean,29483 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__vis__cd__lh_mean,29483 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__vis__hc__lh_mean,29483 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__vis__pl__lh_mean,29483 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__vis__pt__lh_mean,29483 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__vis__th__lh_mean,29483 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__vis__vdc__lh_mean,29483 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__aud__ab__rh_mean,29486 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__aud__ag__rh_mean,29486 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__aud__cbc__rh_mean,29486 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__aud__cd__rh_mean,29486 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__aud__hc__rh_mean,29486 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__aud__pl__rh_mean,29486 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__aud__pt__rh_mean,29486 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__aud__th__rh_mean,29486 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__aud__vdc__rh_mean,29486 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__cio__ab__rh_mean,29459 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__cio__ag__rh_mean,29459 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__cio__cbc__rh_mean,29459 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__cio__cd__rh_mean,29459 cases
mr_y_rsfmri__corr__gpnet__aseg,VALUES differ between 6.1 and 7.0,mr_y_rsfmri__corr__gpnet__aseg__cio__hc__rh_mean,29459 cases
