table_name,difference,name,details
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gsfm__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gsoi__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gspc__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gssc__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gstf__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gti__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtm__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtsgtt__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtsl__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtspp__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtspt__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__lfah__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__lfav__lh_sem,1235 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__lfp__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__pocc__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__ptmp__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sc__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scc__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scia__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scii__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scis__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scm__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scta__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sctp__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sfi__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sfm__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sfs__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sipj__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sipt__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__soa__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sohs__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sol__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__soml__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__somo__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sost__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sotl__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sotml__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__spc__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__spct__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__spo__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sprip__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sprsp__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sso__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__ssp__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sti__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sts__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__stt__lh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gcn__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gcpd__rh_sem,1235 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gcpv__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gfio__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gfiob__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gfit__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gfm__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gfs__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gilsci__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gis__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__go__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gom__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gos__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gotlf__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gotml__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gotmp__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gpc__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gpia__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gpis__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gprcn__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gprct__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gps__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gr__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gs__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gsca__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gscma__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gscmp__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gsfm__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gsoi__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gspc__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gssc__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gstf__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gti__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtm__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtsgtt__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtsl__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtspp__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__gtspt__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__lfah__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__lfav__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__lfp__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__pocc__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__ptmp__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sc__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scc__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scia__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scii__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scis__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scm__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__scta__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sctp__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sfi__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sfm__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sfs__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sipj__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sipt__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__soa__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sohs__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sol__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__soml__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__somo__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sost__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sotl__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sotml__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__spc__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__spct__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__spo__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sprip__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sprsp__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sso__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__ssp__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sti__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__sts__rh_sem,1236 cases
mr_y_tfmri__mid__alvsr__r02__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__alvsr__r02__dst__stt__rh_sem,1236 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ab__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ag__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cbc__lh_beta,55 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cbwm__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cd__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cwm__lh_beta,55 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__hc__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ilv__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__lv__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__pl__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__pt__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__th__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__vdc__lh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ab__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ag__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cbc__rh_beta,55 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cbwm__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cd__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cwm__rh_beta,56 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__hc__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ilv__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__lv__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__pl__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__pt__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__th__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__vdc__rh_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__3rdv_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__4thv_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__bs_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__csf_beta,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ab__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ag__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cbc__lh_sem,55 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cbwm__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cd__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cwm__lh_sem,55 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__hc__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ilv__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__lv__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__pl__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__pt__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__th__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__vdc__lh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ab__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ag__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cbc__rh_sem,55 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cbwm__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cd__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__cwm__rh_sem,56 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__hc__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__ilv__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__lv__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__pl__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__pt__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__th__rh_sem,54 cases
